Plant Name,Developer Name,Capacity (MW),Date of Operation,County,State,Balancing Authority
Cream Street Solar,null,2,01/12/2020,Dutchess,NY,ISNE
1639 RT 29 Solar 1,null,4,01/12/2020,Fulton,NY,ISNE
1639 RT 29 Solar 2,null,2.5,01/12/2020,Fulton,NY,ISNE
"Limelight Solar III, LLC",null,3.6,01/12/2020,Spartanburg,SC,DUK
Sugar Hill Solar 1,null,5,01/12/2020,Saratoga,NY,ISNE
Costanza Solar,null,2,01/12/2020,Albany,NY,NYIS
Dubois Solar (Hybrid),null,2,01/12/2020,Ulster,NY,NYIS
Southwick Solar,null,3,01/12/2020,Alamance,NC,DUK
Marathon Solar Farm LLC South,null,4.4,01/12/2020,Madison,NY,NYIS
Oak Leaf - CSG Portfolio (OL 37),null,1.5,01/12/2020,Adams,CO,SWPP
Oak Leaf - CSG Portfolio (OL 44),null,1.5,01/12/2020,Adams,CO,SWPP
SCH County - (2B) 4982 Rynex Corners Rd,null,2.5,01/12/2020,Schenectady,NY,NYIS
Marathon Solar Farm II LLC North,null,2.9,01/12/2020,Madison,NY,NYIS
Blackjack Solar,null,4,01/12/2020,Monterey,CA,CISO
Halsey Valley,null,5,01/12/2020,Tioga,NY,NYIS
"Seaboard Charlton, LLC",null,2,01/12/2020,Worcester,MA,ISNE
BWC Rams Horn Channel LLC,null,3.5,01/12/2020,Essex,MA,ISNE
Powder Hill,null,2,01/12/2020,Hartford,CT,ISNE
Delta Electronics Fremont,null,0.4,01/12/2020,Alameda,CA,CISO
Civic Center East,null,1.5,01/12/2020,Tulare,CA,CISO
Tolland,null,5,01/12/2020,Hampden,MA,ISNE
Westhampton,null,5,01/12/2020,Hampshire,MA,ISNE
"Golden Field Solar III, LLC",Clearway,192,01/12/2020,Kern,CA,CISO
"Blythe Solar IV, LLC",null,68.7,01/11/2020,Riverside,CA,CISO
"Blythe Solar IV, LLC",null,68.7,01/11/2020,Riverside,CA,CISO
Spring Grove I,null,97.9,01/11/2020,Surry,VA,PJM
Mustang Two,null,50,01/11/2020,Kings,CA,CISO
Mustang Two,null,100,01/11/2020,Kings,CA,CISO
Cove Mountain Solar,null,58,01/11/2020,Iron,UT,PACE
Renew Solar ABC Sacramento LLC,null,1.7,01/11/2020,Sacramento,CA,BANC
Milford Solar 1,null,99,01/11/2020,Beaver,UT,PACE
Windsor Floating Solar,null,1.5,01/11/2020,Sonoma,CA,CISO
Solar Hagerstown,null,10,01/11/2020,Washington,MD,PJM
Novel Schmoll Farms Solar CSG,null,1,01/11/2020,Dodge,MN,MISO
Novel MNDot Solar CSG,null,1,01/11/2020,Washington,MN,MISO
Mooseheart School Solar,null,2,01/11/2020,Kane,IL,PJM
Two Creeks Solar,null,150,01/11/2020,Manitowoc,WI,MISO
Hopkins Hill CSG,null,3.3,01/11/2020,Kent,RI,ISNE
Hopkins Hill CSG,null,3.3,01/11/2020,Kent,RI,ISNE
USS Pheasant Solar LLC CSG,null,1,01/11/2020,Chippewa,MN,MISO
"Lansing Renewables, LLC",null,5,01/11/2020,Tompkins,NY,NYIS
Sanford Solar,null,49.4,01/11/2020,York,ME,ISNE
"PG Solar, LLC",null,2,01/11/2020,Duplin,NC,CPLE
"Freight Line Solar, LLC",null,2,01/11/2020,Duplin,NC,CPLE
"Holly Swamp Solar, LLC",null,2,01/11/2020,Robeson,NC,CPLE
"Ventura Solar, LLC",null,5,01/11/2020,Alexander,NC,DUK
USS Solar Way LLC CSG,null,1,01/11/2020,Freeborn,MN,MISO
White Horse Solar A,null,2,01/11/2020,Greenville,SC,DUK
SR Odom,null,20,01/11/2020,Colquitt,GA,SOCO
"Hinterland CSG, LLC",null,1,01/11/2020,Sherburne,MN,MISO
"Betcher CSG 1, LLC",null,1,01/11/2020,Goodhue,MN,MISO
"Huneke CSG 2, LLC",null,1,01/11/2020,Goodhue,MN,MISO
"ESIL-PFCHICAGO 2, LLC",null,1,01/11/2020,Cook,IL,MISO
"GD Hopkinton Main I, LLC",null,2.6,01/11/2020,Washington,RI,ISNE
"GD Hopkinton Main I, LLC",null,3.9,01/11/2020,Washington,RI,ISNE
"GD Hopkinton Main I, LLC",null,4.1,01/11/2020,Washington,RI,ISNE
Marion Garden,null,1,01/11/2020,Rice,MN,MISO
Lyman Garden,null,1,01/11/2020,Dakota,MN,MISO
"Palmer Creek Solar, LLC",null,2.3,01/11/2020,Yamhill,OR,PGE
"Danville Farm, LLC",null,12,01/11/2020,Pittsylvania,VA,PJM
"Buttercup Solar, LLC",null,5,01/11/2020,Duplin,NC,CPLE
"101 Carnegie Center Solar, LLC",null,1.2,01/11/2020,Mercer,NJ,PJM
GreenparkSolar,null,1.3,01/11/2020,Marion,OR,PGE
Tweite Community Solar LLC,null,1,01/11/2020,Olmsted,MN,MISO
IGS Stockton DG CSG,null,1.9,01/11/2020,Jo Daviess,IL,MISO
"Morgan Solar 2, LLC CSG",null,2,01/11/2020,Morgan,IL,MISO
Firestone Walker Brewery - Phase 1,null,1.6,01/11/2020,San Luis Obispo,CA,CISO
Breckenridge Solar,null,5,01/11/2020,Hampden,MA,ISNE
Mason Solar One LLC,null,1,01/11/2020,Cecil,MD,PJM
"Bulldog Solar One, LLC",null,2,01/11/2020,Prince Georges,MD,PJM
Kearsarge Fogland,null,2.4,01/11/2020,Newport,RI,ISNE
Sacramento Point West Medical Offices,null,1.3,01/11/2020,Sacramento,CA,BANC
SSI West Riverside Landfill LLC,null,2.5,01/11/2020,Riverside,CA,LDWP
General Dynamics,null,2,01/11/2020,Ouachita,AR,MISO
ELP Kinderhook CSG,null,5,01/11/2020,Columbia,NY,NYIS
(3K) 59 Hetcheltown Rd,null,1.4,01/11/2020,Schenectady,NY,NYIS
ATI,null,2.3,01/11/2020,Milwaukee,WI,MISO
UW Parkside,null,2.3,01/11/2020,Kenosha,WI,MISO
Government Plaza Solar,null,1.1,01/11/2020,Tulare,CA,CISO
Peru (MA),null,3.3,01/11/2020,Berkshire,MA,ISNE
Russell (MA),null,3,01/11/2020,Hampden,MA,ISNE
Mauka FIT One,null,3.5,01/10/2020,Honolulu,HI,null
Willard Solar,null,5,01/10/2020,Pender,NC,CPLE
White Street Renewables,null,3.4,01/10/2020,Guilford,NC,DUK
Underwood PV2,null,16,01/10/2020,Hertford,NC,PJM
"OR Solar 2, LLC",null,10,01/10/2020,Jackson,OR,PACW
Techren Solar III LLC,null,25,01/10/2020,Clark,NV,NEVP
Techren Solar IV LLC,null,25,01/10/2020,Clark,NV,NEVP
Pleinmont Solar 1,null,75,01/10/2020,Spotsylvania,VA,PJM
Cove Mountain Solar 2,null,122,01/10/2020,Iron,UT,PACE
Scottsburg Solar Park,null,7.1,01/10/2020,Scott,IN,MISO
Richmond Solar Park 4,null,7.1,01/10/2020,Wayne,IN,PJM
Centerville Solar Park,null,1.1,01/10/2020,Wayne,IN,PJM
Town of Burrillville Solar CSG,null,3.3,01/10/2020,Providence,RI,ISNE
Novel Jewison Solar CSG,null,1,01/10/2020,Waseca,MN,MISO
Novel Kanewischer Solar CSG,null,1,01/10/2020,Waseca,MN,MISO
"Finchville Solar, LLC Hybrid CSG",null,5,01/10/2020,Orange,NY,NYIS
USS Solar Sources LLC CSG,null,1,01/10/2020,Washington,MN,MISO
USS Buckaroo Solar LLC CSG,null,1,01/10/2020,Clay,MN,MISO
USS Horne North Solar LLC CSG,null,1,01/10/2020,Clay,MN,MISO
USS Horne South Solar LLC CSG,null,1,01/10/2020,Clay,MN,MISO
USS JJ Clay Solar LLC CSG,null,1,01/10/2020,Clay,MN,MISO
USS Verde Solar LLC CSG,null,1,01/10/2020,Redwood,MN,MISO
USS All In Solar LLC CSG,null,1,01/10/2020,Freeborn,MN,MISO
USS Bush Solar LLC CSG,null,1,01/10/2020,Steele,MN,MISO
USS KVPV Solar LLC CSG,null,1,01/10/2020,Clay,MN,MISO
"Aster Community Solar Garden, LLC",null,1,01/10/2020,Kandiyohi,MN,MISO
"Hyacinth Solar, LLC",null,1,01/10/2020,Dakota,MN,MISO
"Kerria Solar, LLC",null,1,01/10/2020,Renville,MN,MISO
"Geranium Solar, LLC",null,1,01/10/2020,Kandiyohi,MN,MISO
"Iris Solar, LLC (MN)",null,1,01/10/2020,Nicollet,MN,MISO
Solar BESS Hybrid,null,1.5,01/10/2020,Cobb,GA,SOCO
HWY 158 PV,null,9,01/10/2020,Hertford,NC,PJM
"ESA Buies Creek, LLC",null,2.8,01/10/2020,Harnett,NC,CPLE
"Eros Solar, LLC",null,5,01/10/2020,Duplin,NC,CPLE
Stevens Community Solar LLC,null,1,01/10/2020,Benton,MN,MISO
"Huneke CSG 1, LLC",null,1,01/10/2020,Goodhue,MN,MISO
Timonium Fairgrounds,null,1.9,01/10/2020,Baltimore,MD,PJM
Severson Garden,null,1,01/10/2020,Waseca,MN,MISO
Clinton Solar 4 LLC CSG,null,2,01/10/2020,Clinton,IL,MISO
"Day Hill Solar, LLC",null,2.3,01/10/2020,Clackamas,OR,PGE
SulusSolar28,null,3,01/10/2020,Yamhill,OR,PGE
Route 76 Boone Solar 1,null,2,01/10/2020,Boone,IL,PJM
SulusSolar25,null,2.2,01/10/2020,Marion,OR,PGE
"Horn Rapids Solar, Storage and Training",null,3.2,01/10/2020,Benton,WA,BPAT
Jack's Solar Garden,null,1,01/10/2020,Boulder,CO,PSCO
Shawnee - GA,null,2,01/10/2020,Burke,GA,SOCO
FedEx Chicago Solar Facility,null,1.5,01/10/2020,Cook,IL,PJM
"GE-Hitachi Solar - Morris, IL",null,0.9,01/10/2020,Grundy,IL,PJM
Holliston LLC,null,1.5,01/10/2020,Middlesex,MA,ISNE
Whatley Renewables,null,1,01/10/2020,Franklin,MA,ISNE
456 Lower,null,1.4,01/10/2020,Orange,NY,NYIS
LR Wheatfield Solar 1,null,5,01/10/2020,Niagara,NY,ISNE
Pendleton Solar 1,null,5,01/10/2020,Niagara,NY,ISNE
Little Falls Solar,null,2,01/10/2020,Herkimer,NY,ISNE
SCH County - (1B) 10 Alice Wagner Way Ni,null,3.5,01/10/2020,Schenectady,NY,NYIS
Harley-Davison Powertrain Operations,null,2.2,01/10/2020,Waukesha,WI,MISO
Wonderful Orchards - West Valley,null,3,01/10/2020,Kern,CA,CISO
JD Foods - JD Foods,null,1.5,01/10/2020,Fresno,CA,CISO
Westport (MA),null,2.5,01/10/2020,Bristol,MA,ISNE
Sun Pacific - Lerdo,null,2.9,01/10/2020,Kern,CA,CISO
"Hales Mills Solar, LLC",Unable to find,5,01/10/2020,Fulton,NY,NYIS
LA3 West Baton Rouge Solar Facility,null,50,01/09/2020,West Baton Rouge,LA,MISO
Twiggs Solar,null,204,01/09/2020,Twiggs,GA,SOCO
SR Terrell,null,74,01/09/2020,Terrell,GA,SOCO
Crawfordsville 5 Solar Park,null,9.8,01/09/2020,Montgomery,IN,MISO
Grasshopper Solar,null,80,01/09/2020,Mecklenburg,VA,PJM
Whitetail Solar 2,null,20,01/09/2020,Franklin,PA,PJM
Harmony Road Solar,null,1.9,01/09/2020,McHenry,IL,PJM
Square Barn Solar,null,1.5,01/09/2020,McHenry,IL,PJM
Reed Road Solar,null,1.3,01/09/2020,McHenry,IL,PJM
Caden Energix Hickory LLC,null,12,01/09/2020,Chesapeake City,VA,PJM
USS Christoffer Solar LLC CSG,null,1,01/09/2020,Chippewa,MN,MISO
USS Cougar Solar LLC CSG,null,1,01/09/2020,Redwood,MN,MISO
USS Flower Solar LLC CSG,null,1,01/09/2020,Nicollet,MN,MISO
Hopkinton Phase 2,null,2.5,01/09/2020,Washington,RI,ISNE
ACCP NJ 1,null,1.2,01/09/2020,Sussex,NJ,PJM
USS B&B Solar LLC CSG,null,1,01/09/2020,Redwood,MN,MISO
Chicot Solar,null,100,01/09/2020,Chicot,AR,MISO
Galloway Landfill,null,2.3,01/09/2020,Monmouth,NJ,PJM
Sobania Community Solar LLC,null,1,01/09/2020,Sherburne,MN,MISO
Bluebird Solar SC LLC,null,3,01/09/2020,Anderson,SC,DUK
"Pilot Mountain Solar, LLC",null,4.9,01/09/2020,Stokes,NC,DUK
Erving CSG,null,1,01/09/2020,Franklin,MA,ISNE
Easthampton CSG,null,2.5,01/09/2020,Hampshire,MA,ISNE
Wonderful Orchards - New Columbia,null,5,01/09/2020,Madera,CA,CISO
"Mid-River PA, LLC (ABE4)",null,3,01/09/2020,Northampton,PA,PJM
Mechanicsville Solar,null,25,01/09/2020,Hanover,VA,PJM
"American Goldfinch SCS ACY2 NJ, LLC",null,3.9,01/09/2020,Burlington,NJ,PJM
"SCS Beltway 011754 Rock Falls, LLC",null,1,01/09/2020,Whiteside,IL,PJM
Sunvestment Energy Group NY 63 LLC,null,2,01/09/2020,Onondaga,NY,NYIS
Norton LLC,null,3.3,01/09/2020,Bristol,MA,ISNE
Little Falls Solar 1,null,2,01/09/2020,Herkimer,NY,ISNE
"Clear Solar I, LLC",null,3.6,01/09/2020,Rutherford,NC,DUK
Bob Wiley Detention Center,null,1.8,01/09/2020,Tulare,CA,CISO
Tate Solar,null,5,01/08/2020,Nash,NC,CPLE
Eagle Solar,null,4,01/08/2020,Warren,NC,CPLE
Vale Solar Center,null,3,01/08/2020,Malheur,OR,IPCO
"Roadrunner, LLC Hybrid",null,200,01/08/2020,Upton,TX,ERCO
"Roadrunner, LLC Hybrid",null,200,01/08/2020,Upton,TX,ERCO
Novel Pederson Solar CSG,null,1,01/08/2020,Benton,MN,MISO
Whitetail Solar 3,null,20,01/08/2020,Franklin,PA,PJM
Caden Energix Hickory LLC,null,20,01/08/2020,Chesapeake City,VA,PJM
AGA TAG Solar III LLC,null,2,01/08/2020,Spartanburg,SC,DUK
Wagyu,null,120,01/08/2020,Brazoria,TX,ERCO
McDougle-Mitchell Solar Project Hybrid C,null,4.5,01/08/2020,Worcester,MA,ISNE
Lafayette 2 - Internal Services Dept,null,1.9,01/08/2020,Los Angeles,CA,CISO
Lafayette 2 - MLK Jr. Hospital (MLK),null,1.7,01/08/2020,Los Angeles,CA,CISO
Siems Solar Project CSG,null,1,01/08/2020,Goodhue,MN,MISO
Schueler Community Solar,null,1,01/08/2020,Wright,MN,MISO
Brenda Luhman - CSG,null,1,01/08/2020,Goodhue,MN,MISO
Hammer Community (CSG),null,1,01/08/2020,Sherburne,MN,MISO
"Benson Solar, LLC",null,4.9,01/08/2020,Johnston,NC,CPLE
"ESIL-PFCHICAGO 3, LLC",null,1.4,01/08/2020,Cook,IL,MISO
Pine Hill,null,5,01/08/2020,Providence,RI,ISNE
"SCS American Bottoms 009885 Sauget, LLC",null,1.8,01/08/2020,St Clair,IL,MISO
Atascadero State Hospital,null,1.1,01/08/2020,San Luis Obispo,CA,CISO
Woodland Avenue Solar 1,null,5,01/08/2020,Bristol,MA,ISNE
Ports Jersey City Solar,null,3,01/08/2020,Hudson,NJ,PJM
"Seaboard Oxford, LLC",null,1.7,01/08/2020,Worcester,MA,ISNE
"TPE Irish Road Solar, LLC",null,5,01/08/2020,Pittsylvania,VA,PJM
"TPE Whitmell Solar, LLC",null,5,01/08/2020,Pittsylvania,VA,PJM
Kotzebue Hybrid,null,0.1,01/07/2020,NORTHWEST ARCTIC,AK,null
Kotzebue Hybrid,null,0.1,01/07/2020,NORTHWEST ARCTIC,AK,null
Kotzebue Hybrid,null,0.1,01/07/2020,NORTHWEST ARCTIC,AK,null
Kotzebue Hybrid,null,0.1,01/07/2020,NORTHWEST ARCTIC,AK,null
Kotzebue Hybrid,null,0.1,01/07/2020,NORTHWEST ARCTIC,AK,null
Kotzebue Hybrid,null,0.1,01/07/2020,NORTHWEST ARCTIC,AK,null
Kotzebue Hybrid,null,0.1,01/07/2020,NORTHWEST ARCTIC,AK,null
Kotzebue Hybrid,null,0.1,01/07/2020,NORTHWEST ARCTIC,AK,null
CSUF Trigeneration,null,0.4,01/07/2020,Orange,CA,CISO
Ruff Solar LLC,null,22,01/07/2020,Rutherford,NC,DUK
CED Champaign Solar LLC,null,1.6,01/07/2020,Champaign,IL,MISO
Helen Solar CSG,null,4,01/07/2020,McLeod,MN,MISO
Walcott Solar CSG,null,4,01/07/2020,Rice,MN,MISO
Northfield Solar CSG,null,5,01/07/2020,Rice,MN,MISO
Warsaw Solar CSG,null,2,01/07/2020,Rice,MN,MISO
Middleton Airport Solar,null,5.6,01/07/2020,Dane,WI,MISO
Tell City Solar Park,null,3.2,01/07/2020,Perry,IN,MISO
Oberon IB,null,30,01/07/2020,Ector,TX,ERCO
Oberon IA,null,150,01/07/2020,Ector,TX,ERCO
Caden Energix Pamplin LLC,null,15.7,01/07/2020,Appomattox,VA,PJM
Nicollet Community Solar One LLC,null,1,01/07/2020,Nicollet,MN,MISO
Allis Medina Solar LLC CSG,null,5,01/07/2020,Orleans,NY,NYIS
Woodbury Solar,null,3,01/07/2020,Washington,MN,MISO
DGS Wasco State Prison,null,2.3,01/07/2020,Kern,CA,CISO
"Monroe Solar Farm, LLC",null,13.1,01/07/2020,Middlesex,NJ,PJM
Choctaw Nation Solar Farm,null,5,01/07/2020,Bryan,OK,SWPP
Chickasaw Nation Solar Farm,null,5,01/07/2020,Murray,OK,SWPP
Crane Solar Project,null,150,01/07/2020,Crane,TX,ERCO
"Suntex Solar, LLC",null,10,01/07/2020,Harney,OR,BPAT
"Lane II Solar, LLC",null,4.9,01/07/2020,Wayne,NC,CPLE
Midlands,null,72.1,01/07/2020,Calhoun,SC,SCEG
Westtown NY 2,null,2,01/07/2020,Orange,NY,NYIS
Encino Solar Energy Center,null,55,01/07/2020,Sandoval,NM,PNM
Riley,null,10,01/07/2020,Harney,OR,BPAT
SulusSolar35,null,3,01/07/2020,Clackamas,OR,PGE
"Smithfield Solar Farm, LLC",null,2.4,01/07/2020,Providence,RI,ISNE
County of San Diego COC Hybrid,null,1.7,01/07/2020,San Diego,CA,CISO
H Power,null,2.9,01/06/2020,Honolulu,HI,null
Borden Solar Farm,null,50,01/06/2020,Madera,CA,CISO
Holstein 1 Solar Farm,null,200,01/06/2020,Nolan,TX,ERCO
Rambler,null,200,01/06/2020,Tom Green,TX,ERCO
FastSun 2 CSG,null,1,01/06/2020,Dakota,MN,MISO
Prospero Solar,null,300,01/06/2020,Andrews,TX,ERCO
Gas City Solar Park,null,2.5,01/06/2020,Grant,IN,MISO
Crawfordsville Solar Park 4,null,2.3,01/06/2020,Montgomery,IN,MISO
DG Iron Mountain,null,5.4,01/06/2020,Middlesex,NJ,PJM
Novel Haley Solar CSG,null,1,01/06/2020,Waseca,MN,MISO
"Cronin Road Solar 1, LLC CSG Hybrid",null,1.5,01/06/2020,Worcester,MA,ISNE
FastSun 19 CSG,null,1,01/06/2020,Dakota,MN,MISO
USS Westeros Solar LLC CSG,null,1,01/06/2020,Carver,MN,MISO
USS Sunrise Solar LLC CSG,null,1,01/06/2020,Chisago,MN,MISO
USS Milkweed Solar LLC CSG,null,1,01/06/2020,Stearns,MN,MISO
USS Mayhew Solar LLC CSG,null,1,01/06/2020,Benton,MN,MISO
USS Monarch Solar LLC CSG,null,1,01/06/2020,Pope,MN,MISO
Sydney Solar,null,2,01/06/2020,Windham,CT,ISNE
Dickinson Solar (CT),null,2,01/06/2020,Windham,CT,ISNE
Cycz Solar Project CSG Hybrid,null,2,01/06/2020,Worcester,MA,ISNE
Winona Community Solar One LLC,null,1,01/06/2020,Winona,MN,MISO
Houston/Winona Community Solar One LLC,null,1,01/06/2020,Houston,MN,MISO
Harmony Solar,null,74.5,01/06/2020,Osceola,FL,FMPP
Taylor Creek Solar,null,74.5,01/06/2020,Orange,FL,FMPP
"TWE Myrtle Solar Farm, LLC",null,15,01/06/2020,Suffolk City,VA,PJM
"Rock Garden Solar, LLC",null,10,01/06/2020,Lake,OR,BPAT
Illinois PV Fulton 1 CSG,null,2,01/06/2020,Fulton,IL,MISO
"Alkali Solar, LLC",null,10,01/06/2020,Lake,OR,BPAT
"West Hines Solar I, LLC",null,10,01/06/2020,Harney,OR,BPAT
Medusa NY 1,null,2,01/06/2020,Albany,NY,NYIS
Walden NY 1,null,2,01/06/2020,Orange,NY,NYIS
SulusSolar17,null,3.1,01/06/2020,Clackamas,OR,PGE
Fort Rock IV,null,10,01/06/2020,Lake,OR,BPAT
Sunpin Blandford,null,4.7,01/06/2020,Hampden,MA,ISNE
28 Livermore Hill Road Solar,null,5,01/06/2020,Worcester,MA,ISNE
Greene Durham,null,3,01/06/2020,Greene,GA,SOCO
City of Paris Solar,null,1.5,01/06/2020,Logan,AR,SWPP
Dartmouth Farms Solar,null,2.3,01/06/2020,Bristol,MA,ISNE
Griffin Road Solar 2,null,1.4,01/06/2020,Worcester,MA,ISNE
ELP Greenport CSG,null,5,01/06/2020,Columbia,NY,NYIS
C&L,null,1,01/06/2020,Lincoln,AR,MISO
SCH County - (2D) 98 Cheltingham Ave Sch,null,2.8,01/06/2020,Schenectady,NY,NYIS
Moody Air Force Base Solar,Georgia Power,49.5,01/06/2020,Lowndes,GA,SOCO
"Blythe Solar III, LLC Hybrid",null,136.8,01/05/2020,Riverside,CA,CISO
Morgan Solar Center,null,3,01/05/2020,Malheur,OR,IPCO
Ontario Solar Center,null,3,01/05/2020,Malheur,OR,IPCO
Debary Solar Power Plant,null,74.5,01/05/2020,Volusia,FL,FPC
TWE Bowman Solar Project,null,75,01/05/2020,Orangeburg,SC,SCEG
DG AMP Rittman Rd,null,2.6,01/05/2020,Medina,OH,PJM
Novel Byron Solar CSG,null,1,01/05/2020,Olmsted,MN,MISO
Caden Energix Rives Road LLC,null,19.7,01/05/2020,Prince George,VA,PJM
Syncarpha Taos,null,3.1,01/05/2020,Taos,NM,PNM
Beals Medina Solar LLC CSG,null,3.5,01/05/2020,Orleans,NY,NYIS
Linden 01 CSG,null,1,01/05/2020,Scott,MN,MISO
Linden 02 CSG,null,1,01/05/2020,Scott,MN,MISO
Linden 03 CSG,null,1,01/05/2020,Scott,MN,MISO
Campus Drive Solar,null,3.7,01/05/2020,Burlington,NJ,PJM
Oxy Renewable Energy - Goldsmith,null,16.8,01/05/2020,Ector,TX,ERCO
Sierra Pacific Industries (2042-RD),null,8.4,01/05/2020,Tehama,CA,CISO
Leven Garden Solar,null,1,01/05/2020,Pope,MN,MISO
Maston Garden Solar,null,1,01/05/2020,Dodge,MN,MISO
Brush Creek Solar,null,2.2,01/05/2020,Marion,OR,PGE
Drift Creek Solar,null,2.2,01/05/2020,Marion,OR,PGE
"Hydra Community Solar Garden, LLC (CSG)",null,1,01/05/2020,Rice,MN,MISO
Pinesburg Solar LLC,null,4.3,01/05/2020,Washington,MD,PJM
"Monte Vista Solar 2 CSG, LLC",null,1.6,01/05/2020,Rio Grande,CO,PSCO
Bulloch Neville Farms,null,2.7,01/05/2020,Bulloch,GA,SOCO
Lowndes Tycor Farms,null,2.3,01/05/2020,Lowndes,GA,SOCO
Terrell Riles Stovall,null,1.7,01/05/2020,Terrell,GA,SOCO
Columbia Substation,null,2,01/05/2020,Columbia,GA,SOCO
100 Lower,null,2,01/05/2020,Orange,NY,NYIS
Clay County Electrical Cooperative,null,1,01/05/2020,Clay,AR,MISO
NCS FCPA LLC,null,1.1,01/05/2020,District of Columbia,DC,PJM
Rich Mountain Electric Cooperative,null,1,01/05/2020,Polk,AR,SWPP
River Terminal Development Solar,null,0.2,01/04/2020,Hudson,NJ,PJM
Hibiscus Solar Energy Center,null,74.5,01/04/2020,Palm Beach,FL,FPL
Washington St Community Solar Farm #3,null,2.5,01/04/2020,Monroe,NY,NYIS
Echo River Solar,null,74.5,01/04/2020,Suwannee,FL,FPL
Okeechobee Solar,null,74.5,01/04/2020,Okeechobee,FL,FPL
Southfork Solar,null,74.5,01/04/2020,Manatee,FL,FPL
Palmer Solar,null,60,01/04/2020,El Paso,CO,WACM
Novel Herickhoff Solar CSG,null,1,01/04/2020,Douglas,MN,MISO
Johnson Corner Solar 1,null,20,01/04/2020,Stanton,KS,SWPP
Novel Bartel Solar CSG,null,1,01/04/2020,Olmsted,MN,MISO
Plainfield Solar 2,null,1,01/04/2020,Windham,CT,ISNE
Huntley,null,75,01/04/2020,Orangeburg,SC,SCEG
Zumbro Solar Garden,null,1,01/04/2020,Dodge,MN,MISO
Erin Garden Solar,null,1,01/04/2020,Sibley,MN,MISO
Goodhue Community Solar Two LLC,null,1,01/04/2020,Goodhue,MN,MISO
Chevron - Lost Hills Hybrid,null,30,01/04/2020,Kern,CA,CISO
Sheriff Road,null,1.1,01/04/2020,Prince Georges,MD,PJM
Paulson Community (CSG),null,1,01/04/2020,Le Sueur,MN,MISO
Laurel Village (CSG),null,1,01/04/2020,Wright,MN,MISO
Hertzberg Community (CSG),null,1,01/04/2020,Stearns,MN,MISO
Mount Hope West,null,1.9,01/04/2020,Orange,NY,NYIS
Gulf Power Blue Indigo Energy,null,74.5,01/04/2020,Jackson,FL,FPL
Kroger La Habra,null,1.2,01/04/2020,Orange,CA,CISO
Franklin Milliken,null,3,01/04/2020,Franklin,GA,SOCO
Lowndes IDA,null,1.5,01/04/2020,Lowndes,GA,SOCO
Meriwether Jackson,null,3,01/04/2020,Meriwether,GA,SOCO
Troup RC50 II,null,1.5,01/04/2020,Troup,GA,SOCO
Ware Avra I,null,3,01/04/2020,Ware,GA,SOCO
Ware Avra II,null,1.9,01/04/2020,Ware,GA,SOCO
7448 Candlewood Road,null,1.5,01/04/2020,Anne Arundel,MD,PJM
Department of Justice,null,2.4,01/04/2020,Sacramento,CA,BANC
Arnold Cochran,null,1.7,01/04/2020,Bleckley,GA,SOCO
Harris Shiloh,null,2.1,01/04/2020,Harris,GA,SOCO
MNCPPC Randall Farm,null,1.4,01/04/2020,Prince Georges,MD,PJM
SEPV Sierra,null,3,01/04/2020,Los Angeles,CA,CISO
Wilkinson DeFore,null,3,01/04/2020,Wilkinson,GA,SOCO
Wimauma Solar and Battery Storage,Tampa Electric,74.8,01/04/2020,Hillsborough,FL,TEC
Chestnut Solar,null,74.9,01/03/2020,Halifax,NC,PJM
Ace Solar,null,1,01/03/2020,Anderson,SC,DUK
Columbia Solar Power Plant,null,74.9,01/03/2020,Columbia,FL,FPC
Blue Star,null,7.5,01/03/2020,Kent,MD,PJM
NASA Wallops Flight Facility Solar,null,0.1,01/03/2020,Accomack,VA,PJM
NASA Wallops Flight Facility Solar,null,0.1,01/03/2020,Accomack,VA,PJM
NASA Wallops Flight Facility Solar,null,0.1,01/03/2020,Accomack,VA,PJM
NASA Wallops Flight Facility Solar,null,4,01/03/2020,Accomack,VA,PJM
Novel DeCook Solar CSG,null,1,01/03/2020,Olmsted,MN,MISO
FastSun 11 CSG,null,1,01/03/2020,Goodhue,MN,MISO
FastSun 10 CSG,null,1,01/03/2020,Goodhue,MN,MISO
FastSun 9 CSG,null,1,01/03/2020,Goodhue,MN,MISO
NY 26 Carthage CSG,null,5,01/03/2020,Jefferson,NY,NYIS
Buffalo Garden,null,1,01/03/2020,Waseca,MN,MISO
Galesburg Solar Array,null,1.4,01/03/2020,Henderson,IL,MISO
Fresno Bullard High School Hybrid,null,1.2,01/03/2020,Fresno,CA,CISO
Fresno Hoover High School Hybrid,null,1.2,01/03/2020,Fresno,CA,CISO
Straight Garden Solar,null,1,01/03/2020,Rice,MN,MISO
Mud Garden Solar,null,1,01/03/2020,Sibley,MN,MISO
"IGS CC, LLC",null,1.5,01/03/2020,District of Columbia,DC,PJM
Chub Garden Solar,null,1,01/03/2020,Dakota,MN,MISO
St Louis Solar,null,2.2,01/03/2020,Marion,OR,PGE
Hurteau Solar Project Hybrid,null,2,01/03/2020,Worcester,MA,ISNE
Lakehurst Solar,null,9.6,01/03/2020,Ocean,NJ,PJM
"IGS FE Trenton, LLC",null,1.5,01/03/2020,Mercer,NJ,PJM
Crown,null,3,01/03/2020,Lancaster,SC,DUK
